place_id,place_name,place_address,review_language_requested,review_text,review_original_text,review_rating,review_time,author_name,author_uri,lat,lng
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",es,"El hotel es recomendable para pasar la noche  si no vives en Caracas y vas a un concierto o un evento en El Poliedro o el Estadio Monumental, esta muy bien mantenido, las habitaciones son impecables,  los baños también. Buena opción. No es un hotel familiar. Ofrecen los desayunos, pasando el tiempo completo (más de 8 horas) es buen desayuno,
bastante grande y muy rico.","El hotel es recomendable para pasar la noche  si no vives en Caracas y vas a un concierto o un evento en El Poliedro o el Estadio Monumental, esta muy bien mantenido, las habitaciones son impecables,  los baños también. Buena opción. No es un hotel familiar. Ofrecen los desayunos, pasando el tiempo completo (más de 8 horas) es buen desayuno,
bastante grande y muy rico.",4,2025-06-16T13:56:59.255842+00:00,Natlily,https://www.google.com/maps/contrib/105200032411354645336/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",es,Exelente servicio muy bueno me encanto,Exelente servicio muy bueno me encanto,4,2025-04-15T00:23:30.065237+00:00,anjerlin del valle,https://www.google.com/maps/contrib/112729037343100157534/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",es,"Excelente paisaje y muy buen servicio
Es un sitio bastante tranquilo para alojarse y las habitaciones 5 estrellas","Excelente paisaje y muy buen servicio
Es un sitio bastante tranquilo para alojarse y las habitaciones 5 estrellas",5,2024-10-31T15:09:49.876310+00:00,Jobcabeth Sanchez,https://www.google.com/maps/contrib/104293371942817338356/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",es,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",es,"Gratamente sorprendido por el estado de las  instalaciones. Todo en la habitación funciona perfectamente. Al cancelar la estadía de 12 horas recibes el desayuno como obsequio, tanto el criollo como el americano. Muy recomendable","Gratamente sorprendido por el estado de las  instalaciones. Todo en la habitación funciona perfectamente. Al cancelar la estadía de 12 horas recibes el desayuno como obsequio, tanto el criollo como el americano. Muy recomendable",4,2023-07-28T13:43:40.376775+00:00,daniel marrero garcia,https://www.google.com/maps/contrib/113530030132930126467/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",en,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",pt,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",fr,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",de,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",it,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ_6IhY5X1KowR1rdSkMEk7NY,Hotel Bosque Dorado,"9 Carr. Panamericana, Caracas 1204, Miranda, Venezuela",nl,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,Excelente hotel hubo un momento que pasamos por este hotel nos parece que tiene buenas habitaciones excelente servicio es ideal si estás en Caracas por qué está cerca de Caracas y lejos de Caracas a la vez excelente lo recomiendo ampliamente,5,2024-07-21T23:22:15.511224+00:00,Frank Pesce,https://www.google.com/maps/contrib/116663729549404563105/reviews,10.4095032,-66.9595325
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",es,"Espacio ideal para pasar el tiempo libre. Parques, espacios para ejercicios, negocios donde comprar insumos.","Espacio ideal para pasar el tiempo libre. Parques, espacios para ejercicios, negocios donde comprar insumos.",5,2025-08-01T09:45:11.847752+00:00,Erika V. Sousa G.,https://www.google.com/maps/contrib/105090539653133781595/reviews,10.433364,-66.9747733
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",es,"Está es una nueva área para ejercicios en la salida a la autopista de Caricuao, Caracas, con una acera peatonal de concreto desde el comando de la guardia hasta un poco antes de la estación de servicios Las Maravillas (Texaco).","Está es una nueva área para ejercicios en la salida a la autopista de Caricuao, Caracas, con una acera peatonal de concreto desde el comando de la guardia hasta un poco antes de la estación de servicios Las Maravillas (Texaco).",5,2024-08-23T15:29:20.216121+00:00,Oscar G. Castillo,https://www.google.com/maps/contrib/109137606162658247301/reviews,10.433364,-66.9747733
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",es,"Un buen lugar para pasear, hacer ejercicio y entretenerse. Aunque falta de mantenimiento frecuente en algunas zonas.","Un buen lugar para pasear, hacer ejercicio y entretenerse. Aunque falta de mantenimiento frecuente en algunas zonas.",3,2021-10-22T21:35:11.534402+00:00,Wladimir Linares,https://www.google.com/maps/contrib/118365931072137850518/reviews,10.433364,-66.9747733
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",es,"Espacio al aire libre que recorre más de dos kilómetros de la parroquia Caricuao en el suroeste de la ciudad de Caracas. Es una enorme caminería en la que se realizan todo tipo de actividades deportivas y recreativas. Cuentas con varias áreas infantiles a lo largo de su recorrido. Ventas de comida, áreas de descanso y distintos servicios. Dos estaciones del Metro de Caracas se sitúan en este eje: la estación Caricuao y la estación Zoológico. Justo al final de trazado de esta bulevar se encuentra el zoológico de Caricuao una de las más importantes áreas recreativas de la ciudad.","Espacio al aire libre que recorre más de dos kilómetros de la parroquia Caricuao en el suroeste de la ciudad de Caracas. Es una enorme caminería en la que se realizan todo tipo de actividades deportivas y recreativas. Cuentas con varias áreas infantiles a lo largo de su recorrido. Ventas de comida, áreas de descanso y distintos servicios. Dos estaciones del Metro de Caracas se sitúan en este eje: la estación Caricuao y la estación Zoológico. Justo al final de trazado de esta bulevar se encuentra el zoológico de Caricuao una de las más importantes áreas recreativas de la ciudad.",5,2024-10-22T11:24:58.846022+00:00,Andrea García Díaz,https://www.google.com/maps/contrib/102205317623677376601/reviews,10.433364,-66.9747733
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",es,"Ideal para caminatas, trote,andar en bici,patineta o patines,con cautela ya que es muy concurrido por niños y adultos,a lo largo hay varios establecimientos que ofrecen una amplia gama de productos incluyendo una tienda de accesorios y servicios de reparación para bicicletas,buen lugar de esparcimiento,deberíamos ver mayor presencia policial que garantice nuestra seguridad.","Ideal para caminatas, trote,andar en bici,patineta o patines,con cautela ya que es muy concurrido por niños y adultos,a lo largo hay varios establecimientos que ofrecen una amplia gama de productos incluyendo una tienda de accesorios y servicios de reparación para bicicletas,buen lugar de esparcimiento,deberíamos ver mayor presencia policial que garantice nuestra seguridad.",3,2023-02-26T13:26:01.992941+00:00,Atom Art,https://www.google.com/maps/contrib/112071559941681158197/reviews,10.433364,-66.9747733
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",en,Execelente,Execelente,5,2022-01-26T11:54:59.727580+00:00,Aureliano Escobar,https://www.google.com/maps/contrib/105135673880264440109/reviews,10.433364,-66.9747733
ChIJ09LUq3_1KowRE17ncw88Gl8,Boulevard de Caricuao,"C2MG+83X, Av. Principal de Caricuao, Caracas 1000, Distrito Capital, Venezuela",it,Fino,Fino,5,2024-05-17T05:07:54.182904+00:00,Maykol José Escalona,https://www.google.com/maps/contrib/118070857455517176568/reviews,10.433364,-66.9747733
